alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
nome,NOUN,100.0%,VERB | conj,1.8%,"['amém', 'tem', 'vão', 'caia', 'há', 'possa', 'glorificado', 'declaramos', 'sabe', 'orar']",37.7%,"Nós temos certa autoridade para falar sobre isso porque estamos vivendo família e eu quero declarar sobre a sua vida, você que tá assistindo também, que toda mentira seja quebrada, todo o medo de formar família, de ter filhos, caia por terra hoje, em nome de Jesus, e que você acorde com esse propósito de Deus e também não permita mais que o inimigo entre na sua família, você que já é pai, já é mãe e tem filhos, né, ou você que é filho e que tem visto aí as ideologias desse tempo, né as mentiras desse século, te separando, te afastando da sua família, né, porque isso que o inimigo faz a trás, divisão dentro das casas, por causa dessas mentiras."
nome,NOUN,100.0%,ADV | advmod,1.6%,"['aqui', 'agora', 'aí', 'através', 'não', 'então', 'acima', 'somente', 'só', 'lá']",77.8%,"Senhor, por esse nome de Jesus, pai, eu quero te pedir por cada pessoa que hoje está aqui, nesse momento, que elas sejam tocadas pelo teu espírito santo, pai, porque eu tenho convicção que de mim mesmo eu nada tenho para oferecer, pai, mas eu tenho toda convicção, pai, que, como está escrito, o teu nome é o nome que está acima da terra, abaixo da terra, e o teu nome é o nome que está acima de todo o nome."
nome,NOUN,100.0%,VERB | xcomp,1.4%,"['dar', 'colocar', 'falar', 'declarar', 'usando', 'pedir', 'agradecer', 'exaltar', 'usar', 'fazer']",47.3%,"Mas se ainda nos ouve e pode ouvir o nosso clamor, em nome de Jesus, te pedimos que tenha piedade do Brasil, tem a piedade do brasileiro, e nos ajuda também a ser cada vez brasileiros melhores, cristãos melhores, em nome de Jesus."
nome,NOUN,100.0%,NOUN | ROOT,1.3%,"['pai', 'nome', 'oração', 'senhor', 'glória', 'poder', 'apoio', 'desce', 'repreendemos', 'tinho']",72.5%,"Deus, prosperidade, senhor, meu pai, é uma palavra de alegria em nome de Jesus."
nome,NOUN,100.0%,ADJ | amod,1.3%,"['poderoso', 'social', 'infalível', 'imutável', 'mesmo', 'difícil', 'santo', 'primeiro', 'precioso', 'abstrato']",54.0%,"Existiu ali uma informação de que talvez o senhor não tivesse tão satisfeito com as decisões do PL Mineiro, podendo vir a sair do PL caso não tivesse a influência, né, a principalmente hoje que o seu nome é um dos maiores nomes da direita."
nome,NOUN,100.0%,VERB | ccomp,1.1%,"['tem', 'há', 'esqueci', 'tenha', 'feitas', 'cumprimentar', 'sei', 'chama', 'vai', 'encontraremos']",34.1%,"Pai, nós colocamos a vida dessa família em tuas mãos, ó Deus, sabendo que somente o Espírito Santo é o que conforta, sabendo somente através do teu Espírito Santo que eles vão conseguir se reerguer, vão conseguir ter força e que, ó Pai, em nome de Jesus, nós encontraremos e reinaremos para sempre."
nome,NOUN,100.0%,NOUN | obl,1.0%,"['causa', 'poder', 'autoridade', 'coração', 'amor', 'sentido', 'norma', 'ordem', 'som', 'indicação']",71.8%,"Amém, senhor, eu quero pedir agora que todo espírito de tristeza ele vai embora pela ordem do seu nome, em nome de Jesus, nós Oramos agora depressão, ansiedade, suicídio, vão embora em nome de Jesus."
nome,NOUN,100.0%,NOUN | conj,0.9%,"['nome', 'glória', 'discurso', 'pergunta', 'sentido', 'expectativa', 'mentira', 'pessoas', 'amigo', 'resposta']",54.1%,"Mas se ainda nos ouve e pode ouvir o nosso clamor, em nome de Jesus, te pedimos que tenha piedade do Brasil, tem a piedade do brasileiro, e nos ajuda também a ser cada vez brasileiros melhores, cristãos melhores, em nome de Jesus."
nome,NOUN,100.0%,VERB | acl,0.9%,"['santificado', 'poder', 'falar', 'mude', 'cumprimentar', 'pregar', 'errado', 'revelando', 'cumprir', 'construídos']",47.1%,"Que o Senhor possa alcançar meu Deus, não da nossa palavra, Não por conta daquilo que nós estamos falando, mas que o teu espírito santo, pai, que convence para a pessoa do pecado, da justiça e do juízo, possa o pai em nome de Jesus, alcançado."
nome,NOUN,100.0%,CCONJ | cc,0.8%,"['e', 'mas', 'nem', 'né']",100.0%,"Né é o que eles têm, um Instagram, mas o colégio, o resto, que tá um pouco mais de 6 mil seguidores e eu quero que vocês sigam, comente E compartilhe, deixe aí o apoio seus Porque de fato é, as pessoas aqui estão dando a cara a tapa para poder defender, a ver a dua, a quem doer arco-íris é um símbolo nosso, Cristão e nome, símbolo aí do ativista LGBT que remete a prática homossexual."
nome,NOUN,100.0%,NOUN | nsubj,0.8%,"['nome', 'senhor', 'pai', 'presidente', 'vozes', 'luta', 'cara', 'provocação', 'sufixo', 'embaixo']",87.5%,"Senhor, por esse nome de Jesus, pai, eu quero te pedir por cada pessoa que hoje está aqui, nesse momento, que elas sejam tocadas pelo teu espírito santo, pai, porque eu tenho convicção que de mim mesmo eu nada tenho para oferecer, pai, mas eu tenho toda convicção, pai, que, como está escrito, o teu nome é o nome que está acima da terra, abaixo da terra, e o teu nome é o nome que está acima de todo o nome."
nome,NOUN,100.0%,NOUN | obj,0.8%,"['poder', 'nome', 'indicação', 'sugestões', 'mudança', 'pessoa', 'milagres', 'cura', 'irmão', 'rosto']",70.0%,"e levante mais e mais ainda um numerosos, o numeroso exército poderoso a Deus, que possa fazer grandes coisas em teu nome, através do teu nome."
nome,NOUN,100.0%,PROPN | ROOT,0.8%,"['amém', 'maravilhoso', 'música', 'jesus', 'coloque', 'ore', 'deus', 'maurício', 'ó', 'seit']",56.7%,"Ore também, né, pedindo para que Deus alcance seus familiar, alcance em seu marido, né, sua esposa, em nome de Jesus."
nome,NOUN,100.0%,PROPN | appos,0.7%,"['jesus', 'nicolas', 'senhor', 'deus', 'música', 'santo', 'nenhum-', 'terra', 'amém', 'poder']",72.4%,"Jesus, pelo que o senhor conquistou para nós na cruz, porque nossas orações hoje podem ser ouvidas pelo pai, porque nós podemos agora pedir em teu nome, Jesus, e tudo que nós pedimos em teu nome será concedido a nós, pai, se alinhados com o teu espírito santo."
nome,NOUN,100.0%,VERB | parataxis,0.7%,"['tem', 'há', 'quero', 'profetizamos', 'lembro', 'exaltamos', 'clamo', 'mudam-se', 'têm', 'fiquei']",60.7%,"O senhor a Deus, através aqui, desses momentos, o senhor alcançou pessoas estavam perdidas, pessoas aceitaram o teu nome, meu Deus, como seus único salvador aqui nesses 21 dias, e eu consagro para esse momento."
nome,NOUN,100.0%,PROPN | nsubj,0.6%,"['deus', 'senhor', 'clesão', 'carlos', 'jonatas', 'joia', 'ana', 'elize', 'mac', 'elise']",66.7%,"Joia, graças a Deus, graças, nome seu nome errado aí, mas não tinha erro pior PR acontecer aí nessa digitação, foi um levante vida, é o corretor aqui foi complicado."
nome,NOUN,100.0%,PRON | nsubj,0.5%,"['que', 'esse', 'esses', 'você', 'o', 'ele', 'quem']",100.0%,"E é como você disse, a justiça virá e virá do céu, virá daquele que pode, daquele que é o nome sobre todo nome, que tem todo poder."
nome,NOUN,100.0%,NOUN | appos,0.5%,"['nome', 'senhor', 'pai', 'arrepios', 'povo', 'abraço', 'autoridade', 'deputada', 'cara', 'doença']",75.0%,"E esse nome que gera pavor, arrepios desde professor universitário até bandidos que traficam nesse país, desde criminosos que estão soltos, desde corruptos que estão aqui nesse Parlamento e nesse congresso, é há somente um nome que gera arrepios, que chama Jair Messias bolsonaro."
nome,NOUN,100.0%,ADV | acl:relcl,0.5%,"['acima', 'corrente']",100.0%,"Por isso Deus o exaltou à mais alta posição, ele deu o nome que está acima de todo nome, para que ao nome de Jesus se dobre todo joelho, no céu, na terra e debaixo da terra, e toda língua confesse que Jesus Cristo é o senhor, para glória de Deus Pai."
nome,NOUN,100.0%,SCONJ | mark,0.3%,"['que', 'embora', 'porque', 'se']",100.0%,"Essa importância é que meu nome seja esquecido, mas que que o, o nome de que seja lembrado."
nome,NOUN,100.0%,ADJ | ROOT,0.3%,"['chioso', 'impressionante', 'difícil', 'cheio', 'felizes', 'poderoso', 'alto', 'maior', 'repreendido', 'bom']",90.9%,"Então, quando você tem essa certeza que você pode se apoiar nesse Deus poderoso que amou você antes da eternidade, porque a eternidade tá dentro dele, projetou, porque quem é feliz, o como o nome dele, mesmo Jonatas nas Nícolas é um nome, é um nome, é Nícolas, é chioso, né"
nome,NOUN,100.0%,PRON | ROOT,0.2%,"['isso', 'o', 'ele', 'tudo', 'todos']",100.0%,"No nome de Jesus, é isso que pedimos."
nome,NOUN,100.0%,PRON | conj,0.2%,"['amém', 'esse', 'tudo', 'você', 'todo', 'o']",100.0%,"Em nome de Jesus, amém e amém, e amém, Amém."
nome,NOUN,100.0%,PROPN | conj,0.2%,"['ester', 'nícolas', 'amém', 'deus', 'pai', 'salvador', 'senhor', 'guilherme']",100.0%,"O senhor a Deus, através aqui, desses momentos, o senhor alcançou pessoas estavam perdidas, pessoas aceitaram o teu nome, meu Deus, como seus único salvador aqui nesses 21 dias, e eu consagro para esse momento."
nome,NOUN,100.0%,AUX | ROOT,0.2%,"['é', 'vamos', 'vai']",100.0%,Teu nome infalível é.
nome,NOUN,100.0%,VERB | csubj,0.2%,"['oro', 'falar', 'santificado', 'chama', 'esqueça']",100.0%,"Eu tenho certeza que, por mais que você esqueça aí meu nome, mas lembre o nome daquele que salvou, que é seu amigo, é Jesus Cristo, tá?"
nome,NOUN,100.0%,VERB | det,0.2%,['teu'],100.0%,Teu nome infalível é.
nome,NOUN,100.0%,PROPN | acl:relcl,0.2%,"['senhor', 'partido', 'ministério', 'misericórdia', '007']",100.0%,Justiça pai em nome de Jesus a Deus que o Senhor tem compaixão das suas decisões que a Misericórdia em nome de Jesus vamos agora também para Paraíba senhor Oramos para o Jorge Azevedo
nome,NOUN,100.0%,NOUN | ccomp,0.2%,"['nome', 'construção', 'senhor']",100.0%,"Senhor, por esse nome de Jesus, pai, eu quero te pedir por cada pessoa que hoje está aqui, nesse momento, que elas sejam tocadas pelo teu espírito santo, pai, porque eu tenho convicção que de mim mesmo eu nada tenho para oferecer, pai, mas eu tenho toda convicção, pai, que, como está escrito, o teu nome é o nome que está acima da terra, abaixo da terra, e o teu nome é o nome que está acima de todo o nome."
nome,NOUN,100.0%,ADJ | acl:relcl,0.2%,"['alinhado', 'poderoso', 'escrito', 'preocupado', 'curado', 'juntos']",100.0%,"Você, o senhor chegou a comentar que tá sendo conversado, mas tem algum nome que de repente Minas esteja mais alinhado ao ex-presidente pro Senado?"
nome,NOUN,100.0%,PRON | parataxis,0.2%,"['amém', 'todos', 'tudo']",100.0%,"Em nome de Jesus, amém."
nome,NOUN,100.0%,NOUN | acl:relcl,0.2%,"['nome', 'ministério', 'santo', 'céu', 'amigo']",100.0%,"E é como você disse, a justiça virá e virá do céu, virá daquele que pode, daquele que é o nome sobre todo nome, que tem todo poder."
nome,NOUN,100.0%,PRON | appos,0.1%,"['você', 'o', 'eles', 'nós', 'eu']",100.0%,"Então, quando você tem essa certeza que você pode se apoiar nesse Deus poderoso que amou você antes da eternidade, porque a eternidade tá dentro dele, projetou, porque quem é feliz, o como o nome dele, mesmo Jonatas nas Nícolas é um nome, é um nome, é Nícolas, é chioso, né"
nome,NOUN,100.0%,ADV | ROOT,0.1%,"['através', 'agora', 'hoje', 'tanto']",100.0%,É através do nome de Jesus que você consegue libertar essas pessoas que estão viciadas em drogas.
nome,NOUN,100.0%,PROPN | parataxis,0.1%,"['nicolas', 'leandro', 'edésio']",100.0%,"Então eu começo: meu nome é Nicolas, eu tenho 26 anos, sou aqui de Belo Horizonte e eu voto no presidente Bolsonaro porque ele finalmente fala aquilo que a gente sempre quis falar e os outros nunca falaram."
nome,NOUN,100.0%,PROPN | obj,0.1%,"['senhor', 'dep', 'ong', 'santa']",100.0%,"Por gentileza, recer dep cou meu nome, só registrar."
nome,NOUN,100.0%,ADP | nmod,0.1%,"['daquele', 'cima']",100.0%,"Eu tenho certeza que, por mais que você esqueça aí meu nome, mas lembre o nome daquele que salvou, que é seu amigo, é Jesus Cristo, tá?"
nome,NOUN,100.0%,ADJ | advcl,0.1%,"['feliz', 'escrito', 'contigo', 'firme']",100.0%,"Então, quando você tem essa certeza que você pode se apoiar nesse Deus poderoso que amou você antes da eternidade, porque a eternidade tá dentro dele, projetou, porque quem é feliz, o como o nome dele, mesmo Jonatas nas Nícolas é um nome, é um nome, é Nícolas, é chioso, né"
nome,NOUN,100.0%,PROPN | advcl,0.1%,"['andré', 'sérgio', 'luís']",100.0%,"Se o seu nome fosse André do R, que é um traficante internacional, o senhor também estaria solto."
nome,NOUN,100.0%,ADJ | conj,0.1%,"['maior', 'glorioso', 'mudo', 'perdoado']",100.0%,"Mesmo que aos nossos olhos parece tudo confuso, mas o teu nome é glorioso, é poderoso."
nome,NOUN,100.0%,ADJ | ccomp,0.1%,"['alto', 'importante', 'tu']",100.0%,"Vamos adorar a Jesus com, com verdade, declarando o nome de Jesus é mais alto do que qualquer nome."
nome,NOUN,100.0%,PRON | det,0.1%,"['eu', 'eles', 'o']",100.0%,"Eu consagro esse momento, aqui, agora, eu nome de Jesus, amém, não posso deixar de esquecer, tá de pedir para você aí desligar aí né- olha que engraçado."
nome,NOUN,100.0%,ADV | case,0.1%,"['diante', 'como', 'até']",100.0%,"E diante do seu nome, nós declaramos essa noite que o câncer será humilhado."
nome,NOUN,100.0%,NUM | nmod,0.1%,"['quatro', 'um', '2020']",100.0%,"Você não vê uma linha de notícia com relação a campanha política que ocorreu o nome de 2020 pela pandemia, né passando ele denunciadas delegaciones."
nome,NOUN,100.0%,PROPN | obl,0.1%,"['pai', 'colmeia', 'autoridade']",100.0%,"Na Autoridade do nome de Jesus, nós Oramos, Senhor, para que a tua presença venha encher as casas, dos lares de todos aqueles que estão ouvindo agora."
nome,NOUN,100.0%,INTJ | ROOT,0.1%,"['senhor', 'ó']",100.0%,"Ó Deus, em nome de Jesus, o pai, amém, amém."
nome,NOUN,100.0%,NOUN | parataxis,0.1%,"['nome', 'oração', 'igreja']",100.0%,"Levanta uma igreja forte, uma igreja poderosa, senhor, em nome de Jesus."
nome,NOUN,100.0%,ADJ | acl,0.1%,"['rabá', 'estruturadas', 'qualificado']",100.0%,"Deus os seus planos ou Deus venha falir, ó Deus, em nome de Jesus, que ele se confundam ao pai, que eles venham cometeram, sabe Deus, eu nome de Jesus, não em justiça, mas Justiça, senhor, mas que o seu nome qualificado e em nome aqui do Pastor André Valadão, todos os outros pastores do Brasil, homens, estava Deus que são Deus, batalhadores, homens que são valorosos, pessoa que amam o seu rebanho, pastores, salvam o pai que ninguém conhece."
nome,NOUN,100.0%,NOUN | amod,0.1%,"['defensora', 'levante', 'pai']",100.0%,"E quero honrar aqui também algumas pessoas que ontem em Belo Horizonte fizeram tudo isso acontecer, como aqui a nossa defensora- né perdão qual o nome da Rose- defensora da vida, que desde 2000 tem batalhado aí por vidas e que disse algo muito aqui importante:"
nome,NOUN,100.0%,NUM | ccomp,0.1%,['um'],100.0%,"Existiu ali uma informação de que talvez o senhor não tivesse tão satisfeito com as decisões do PL Mineiro, podendo vir a sair do PL caso não tivesse a influência, né, a principalmente hoje que o seu nome é um dos maiores nomes da direita."
nome,NOUN,100.0%,AUX | conj,0.1%,"['tendo', 'vou']",100.0%,"Obrigado pelo tempo e pelo espaço, para mim é um prazer, ainda mais a gente sendo Xará e tendo o mesmo nome."
nome,NOUN,100.0%,PRON | obl,0.1%,"['eles', 'quanto']",100.0%,"Nós estamos aqui, ó Deus, declarando, ó Deus, que nós não iremos contra eles com carros, ó Deus, e cavalos, mas nós iremos, ó Deus, contra eles com o nome daquele que é o Senhor dos Exércitos."
nome,NOUN,100.0%,PRON | dep,0.1%,['que'],100.0%,"Senhor, que, em nome de Jesus, pautas aqui, ó Pai, que influenciam na vida diretamente de pessoas, o Senhor possa interferir."
nome,NOUN,100.0%,PROPN | det,0.1%,"['ó', 'teu']",100.0%,"Ó Deus, levante homens retos, ó Pai, em nome de J. Levante, ó Deus, pessoas que vão ter a coragem, Senhor, a dignidade de lutar pelo teu reino aqui nessa terra."
nome,NOUN,100.0%,NOUN | advcl,0.1%,"['igreja', 'falha']",100.0%,"Oramos, ó Deus, pela tua noiva que somos nós, a igreja, para que o senhor, Ó Deus, nos dê perseverança, nos dê paciência e que tenhamos um progresso no senhor, pai, que a tua igreja, no nome de Jesus, a gente possa avançar, avançar Avante pelo Rei, Avante pelo reino."
nome,NOUN,100.0%,DET | ROOT,0.1%,"['seu', 'qual']",100.0%,"O, sobre todo, sobre todo nome é o seu, Senhor."
nome,NOUN,100.0%,ADJ | xcomp,0.1%,['engrandecer'],100.0%,Queremos o teu nome engrandecer e agradecer-te por tua obra em nossas vidas.
nome,NOUN,100.0%,PRON | xcomp,0.1%,['qual'],100.0%,"Vou, é sim, qual o nome dele?"
nome,NOUN,100.0%,ADV | mark,0.1%,"['quanto', 'até']",100.0%,"Olha, não foram, não me escolhestes, mas eu escolhi a voz e vos nomeei para que vais, eis frutos e o fruto permaneça a fim de tudo quanto em meu nome pedidos ao pai, ele vos conceda ou seja não foi, sabe a gente que escolheu, ele nos escolheu e vos nomeou."
nome,NOUN,100.0%,NOUN | csubj,0.1%,['poder'],100.0%,"""Ninguém é semelhante a ti, ó Senhor; tu és grande, e grande é o poder do teu nome."
nome,NOUN,100.0%,PRON | obj,0.1%,"['eu', 'todos']",100.0%,"Então é, Guilherme, olha aí, né, e faça assim como na igreja, né: diga ""eu"" e o seu nome aí na sua casa e repita aí o que o pastor Guilherme vai dizer aí nesse momento agora."
nome,NOUN,100.0%,NOUN | obl:agent,0.1%,"['poder', 'senhor']",100.0%,O cara foi liberto pelo poder do nome de Jesus ali.
nome,NOUN,100.0%,VERB | cop,0.1%,['tá'],100.0%,"O nome da Live tá aí: 16/21, oração pelo Brasil."
nome,NOUN,100.0%,ADJ | parataxis,0.1%,['maior'],100.0%,Eu incentivo muito a igreja a levantar a voz com autoridade e declarar: o nome de Jesus é maior do que todo nome.
